original_url,extracted_url,created_date,closing_date,optional_field,timestamp
https://ksiem.sectica.com/tickets/CSOC-OPAY20240124002,,24/01/24 09:24,09/02/24 10:45,Closed,2025-06-26 01:39:48
https://ksiem.sectica.com/tickets/CSOC-OPAY2024012300J,,23/01/24 09:04,30/01/24 08:15,Closed,2025-06-26 01:40:06
https://ksiem.sectica.com/tickets/CSOC-OPAY20240328004,,28/03/24 10:11,12/11/24 22:34,Closed,2025-06-26 01:40:24
https://ksiem.sectica.com/tickets/CSOC-OPAY20240328003,,28/03/24 10:02,28/04/25 13:52,On Hold,2025-06-26 01:40:43
https://ksiem.sectica.com/tickets/CSOC-OPAY20240328002,,28/03/24 09:59,12/11/24 22:34,Closed,2025-06-26 01:41:00
https://ksiem.sectica.com/tickets/CSOC-OPAY20240328001,,28/03/24 09:53,28/04/25 13:50,On Hold,2025-06-26 01:41:19
https://ksiem.sectica.com/tickets/CSOC-OPAY20240327000,,27/03/24 20:36,24/04/25 12:36,On Hold,2025-06-26 01:41:36
https://ksiem.sectica.com/tickets/CSOC-OPAY20240326005,,26/03/24 08:47,26/04/24 10:26,Closed,2025-06-26 01:41:53
https://ksiem.sectica.com/tickets/CSOC-OPAY20240326004,,26/03/24 08:44,26/04/24 10:26,Status is not available for this incident.,2025-06-26 01:42:10
https://ksiem.sectica.com/tickets/CSOC-OPAY20240326003,,26/03/24 08:41,26/04/24 10:25,Status is not available for this incident.,2025-06-26 01:42:28
https://ksiem.sectica.com/tickets/CSOC-OPAY20240326002,,26/03/24 08:37,26/04/24 10:24,Closed,2025-06-26 01:42:45
https://ksiem.sectica.com/tickets/CSOC-OPAY20240326001,,26/03/24 08:32,26/04/24 10:24,Closed,2025-06-26 01:43:02
https://ksiem.sectica.com/tickets/CSOC-OPAY2024032500E,,25/03/24 16:38,27/03/24 21:03,Closed,2025-06-26 01:43:20
https://ksiem.sectica.com/tickets/CSOC-OPAY2024032500D,,25/03/24 16:26,27/03/24 21:12,Closed,2025-06-26 01:43:37
https://ksiem.sectica.com/tickets/CSOC-OPAY2024032500C,,25/03/24 16:22,27/03/24 21:11,Closed,2025-06-26 01:43:54
https://ksiem.sectica.com/tickets/CSOC-OPAY2024032500B,,25/03/24 16:16,27/03/24 21:04,Closed,2025-06-26 01:44:15
https://ksiem.sectica.com/tickets/CSOC-OPAY2024032500A,,25/03/24 16:11,27/03/24 21:11,Closed,2025-06-26 01:44:33
